"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"Hotels.com APAC","","14302698","Sinapore Staycation Deals","Sinapore Staycation Deals","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14302698"" target=""_top"">Sinapore Staycation Deals</a><img src=""https://www.tqlkg.com/image-101606300-14302698"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389862?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14302698","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308762","HK Staycation","HK Staycation","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14308762"" target=""_top"">HK Staycation</a><img src=""https://www.tqlkg.com/image-101606300-14308762"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389863?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14308762","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308751","TW Domestic","TW Domestic","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14308751"" target=""_top"">TW Domestic</a><img src=""https://www.lduhtrp.net/image-101606300-14308751"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389864?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14308751","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311224","TW- Thailand Evergreen Store","TW- Thailand Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14311224"" target=""_top"">TW- Thailand Evergreen Store</a><img src=""https://www.lduhtrp.net/image-101606300-14311224"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389865?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311224","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311230","TW- America Evergreen Store","TW- America Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14311230"" target=""_top"">TW- America Evergreen Store</a><img src=""https://www.ftjcfx.com/image-101606300-14311230"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389866?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311230","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311195","TW- Japan Hot Spring & Ryokan","TW- Japan Hot Spring & Ryokan","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14311195"" target=""_top"">TW- Japan Hot Spring & Ryokan</a><img src=""https://www.awltovhc.com/image-101606300-14311195"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389867?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311195","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308766","JP - Okinawa and Hawaii Evergreen","JP - Okinawa and Hawaii Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14308766"" target=""_top"">JP - Okinawa and Hawaii Evergreen</a><img src=""https://www.awltovhc.com/image-101606300-14308766"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389868?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14308766","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311233","KR- Europe Evergreen Store","KR- Europe Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14311233"" target=""_top"">KR- Europe Evergreen Store</a><img src=""https://www.awltovhc.com/image-101606300-14311233"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389869?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311233","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","15345882","India - Hotels.com Homepage Deep Link","India - Hotels.com Homepage Deep Link","India - hotels.com","Text Link","$0.00 USD","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-15345882"" target=""_top"">India - Hotels.com Homepage Deep Link</a><img src=""https://www.awltovhc.com/image-101606300-15345882"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389870?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-15345882","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311221","JP- Thailand Evergreen Store","JP- Thailand Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14311221"" target=""_top"">JP- Thailand Evergreen Store</a><img src=""https://www.lduhtrp.net/image-101606300-14311221"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389871?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14311221","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308767","KR - Okinawa and Hawaii Evergreen","KR - Okinawa and Hawaii Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14308767"" target=""_top"">KR - Okinawa and Hawaii Evergreen</a><img src=""https://www.awltovhc.com/image-101606300-14308767"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389872?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-14308767","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","10937069","TEST - LMD URL w/o DoubleClick using new custom params","TEST - LMD URL w/o DoubleClick using new custom params","TEST, LMD, last minute deal, custom params,","Text Link","N/A","N/A","27-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-10937069"" target=""_top"">TEST - LMD URL w/o DoubleClick using new custom params</a><img src=""https://www.ftjcfx.com/image-101606300-10937069"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389873?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-10937069","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308760","KR Pension","KR Pension","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14308760"" target=""_top"">KR Pension</a><img src=""https://www.lduhtrp.net/image-101606300-14308760"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389874?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-14308760","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311137","HK Hong Kong, Macau, Taiwan","HK Hong Kong, Macau, Taiwan","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14311137"" target=""_top"">HK Hong Kong, Macau, Taiwan</a><img src=""https://www.lduhtrp.net/image-101606300-14311137"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389875?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311137","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308771","SG - Honeymoon Specials","SG - Honeymoon Specials","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14308771"" target=""_top"">SG - Honeymoon Specials</a><img src=""https://www.lduhtrp.net/image-101606300-14308771"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389876?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14308771","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311217","KR- Japan Travel","KR- Japan Travel","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14311217"" target=""_top"">KR- Japan Travel</a><img src=""https://www.tqlkg.com/image-101606300-14311217"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389877?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311217","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14308773","HK Resort Evergreen","HK Resort Evergreen","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14308773"" target=""_top"">HK Resort Evergreen</a><img src=""https://www.ftjcfx.com/image-101606300-14308773"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389878?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14308773","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311138","JP Hong Kong, Macau, Taiwan","JP Hong Kong, Macau, Taiwan","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14311138"" target=""_top"">JP Hong Kong, Macau, Taiwan</a><img src=""https://www.ftjcfx.com/image-101606300-14311138"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389879?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-14311138","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311190","SG- Japan Luxury Hotels","SG- Japan Luxury Hotels","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14311190"" target=""_top"">SG- Japan Luxury Hotels</a><img src=""https://www.awltovhc.com/image-101606300-14311190"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389880?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311190","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14302700","South Korea Travel Deals","South Korea Travel Deals","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14302700"" target=""_top"">South Korea Travel Deals</a><img src=""https://www.ftjcfx.com/image-101606300-14302700"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389881?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14302700","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","10651048","Hotels.com Homepage","Hotels.com Homepage","Hotels.com, AU","Text Link","$6.64 USD","$67.05 USD","27-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-10651048"" target=""_top"">Hotels.com Homepage</a><img src=""https://www.lduhtrp.net/image-101606300-10651048"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389882?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-10651048","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311235","TW- Europe Evergreen Store","TW- Europe Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311235"" target=""_top"">TW- Europe Evergreen Store</a><img src=""https://www.tqlkg.com/image-101606300-14311235"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389883?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14311235","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311132","KR Shopping Holidays","KR Shopping Holidays","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14311132"" target=""_top"">KR Shopping Holidays</a><img src=""https://www.tqlkg.com/image-101606300-14311132"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389884?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311132","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14455715","CJ Test - Search.do Deeplinks","New APAC Deep Link generator","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-14455715"" target=""_top""> New APAC Deep Link generator </a><img src=""https://www.tqlkg.com/image-101606300-14455715"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389885?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-14455715","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311140","KR - Hong Kong, Macau, Taiwan","KR - Hong Kong, Macau, Taiwan","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311140"" target=""_top"">KR - Hong Kong, Macau, Taiwan</a><img src=""https://www.tqlkg.com/image-101606300-14311140"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389886?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-14311140","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311198","JP- Japan Budget Hotels","JP- Japan Budget Hotels","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14311198"" target=""_top"">JP- Japan Budget Hotels</a><img src=""https://www.lduhtrp.net/image-101606300-14311198"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389887?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101606300-14311198","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311213","TW- Japan Budget Hotels","TW- Japan Budget Hotels","","Text Link","$0.00 USD","$0.00 USD","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14311213"" target=""_top"">TW- Japan Budget Hotels</a><img src=""https://www.ftjcfx.com/image-101606300-14311213"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389888?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-14311213","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311227","JP- America Evergreen Store","JP- America Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.jdoqocy.com/click-101606300-14311227"" target=""_top"">JP- America Evergreen Store</a><img src=""https://www.awltovhc.com/image-101606300-14311227"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389889?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14311227","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","17085767","Evergreen Banner","HCOM Evergreen Banner","","Banner","$0.00 USD","$0.00 USD","12-May-2025","<a href=""https://www.tkqlhce.com/click-101606300-17085767"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101606300-17085767"" width=""6323"" height=""834"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57389890?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-17085767","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13060521","Shopback: SG Last minute Deals","Shopback: SG Last minute Deals","","Text Link","$0.00 USD","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-13060521"" target=""_top"">Shopback: SG Last minute Deals</a><img src=""https://www.tqlkg.com/image-101606300-13060521"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389891?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-13060521","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14065343","Hotels.com NZ Homepage","Hotels.com NZ Homepage","Hotels.com NZ deep link","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14065343"" target=""_top"">Hotels.com NZ Homepage</a><img src=""https://www.ftjcfx.com/image-101606300-14065343"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389892?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14065343","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311201","SG- Japan Budget Hotels","SG- Japan Budget Hotels","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14311201"" target=""_top"">SG- Japan Budget Hotels</a><img src=""https://www.awltovhc.com/image-101606300-14311201"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389893?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101606300-14311201","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13461320","JP Autumn leaves sale","JP Autumn leaves sale","JP Autumn Seasonal Sale","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-13461320"" target=""_top"">JP Autumn leaves sale</a><img src=""https://www.awltovhc.com/image-101606300-13461320"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389894?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-13461320","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311192","HK - Japan Hot Spring & Ryokan","HK - Japan Hot Spring & Ryokan","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.dpbolvw.net/click-101606300-14311192"" target=""_top"">HK - Japan Hot Spring & Ryokan</a><img src=""https://www.ftjcfx.com/image-101606300-14311192"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389895?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-14311192","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","10911924","TEST - India - Hotels.com Homepage","TEST - India - Hotels.com Homepage","India - hotels.com","Text Link","N/A","N/A","27-Aug-2024","<a href=""https://www.anrdoezrs.net/click-101606300-10911924"" target=""_top"">TEST - India - Hotels.com Homepage</a><img src=""https://www.awltovhc.com/image-101606300-10911924"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57389896?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101606300-10911924","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311220","HK - Thailand Evergreen Store","HK - Thailand Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-14311220"" target=""_top"">HK - Thailand Evergreen Store</a><img src=""https://www.lduhtrp.net/image-101606300-14311220"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57389897?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311220","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","13060522","Shopback: SG Deal of the Day","Shopback: SG Deal of the Day","","Text Link","$0.00 USD","N/A","29-Aug-2024","<a href=""https://www.tkqlhce.com/click-101606300-13060522"" target=""_top"">Shopback: SG Deal of the Day</a><img src=""https://www.awltovhc.com/image-101606300-13060522"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57389898?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101606300-13060522","N/A","","","","Hotel","2612819","Active","English","No"
"Hotels.com APAC","","14311229","SG- America Evergreen Store","SG- America Evergreen Store","","Text Link","N/A","N/A","29-Aug-2024","<a href=""https://www.kqzyfj.com/click-101606300-14311229"" target=""_top"">SG- America Evergreen Store</a><img src=""https://www.lduhtrp.net/image-101606300-14311229"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57389899?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101606300-14311229","N/A","","","","Hotel","2612819","Active","English","No"
